#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
10225342_88_A104V8NZIQFN2F	train_swap	0	"['society', ""hasn't"", 'progressed', 'forward']"	['society', 'has', 'progressed', 'a', 'little', 'to', 'far', 'forward']	['casinos', 'are', 'a', 'move', 'backwards', ',', 'not', 'forwards', '.']	['casinos', 'are', 'too', 'much', 'of', 'a', 'gamble']	['are', 'casinos', 'too', 'much', 'of', 'a', 'gamble', '?']	['do', 'the', 'economic', 'and', 'fiscal', 'benefits', 'of', 'casinos', 'outweigh', 'their', 'social', 'and', 'economic', 'costs', '?']
10527961_276_A2GHGJP29KRWOQ	train_swap	0	['those', 'gases', 'are', 'more', 'dangerous', 'than', 'gas', 'from', 'oil']	['those', 'gases', 'are', 'less', 'dangerous', 'than', 'gas', 'from', 'oil']	['nuclear', 'reactors', 'let', 'out', 'dangerous', 'gases', '.']	['nuclear', 'power', 'is', 'not', 'the', 'answer', 'to', 'climate', 'change']	['is', 'nuclear', 'power', 'the', 'answer', '?']	['a', 'group', 'of', 'climate', 'scientists', 'want', 'environmentalists', 'to', 'see', 'nuclear', 'power', 'as', 'a', 'way', 'to', 'combat', 'climate', 'change', '.', 'are', 'they', 'on', 'to', 'something', '?']
10527961_276_A2GHGJP29KRWOQ	train_swap	1	['those', 'gases', 'are', 'less', 'dangerous', 'than', 'gas', 'from', 'oil']	['those', 'gases', 'are', 'more', 'dangerous', 'than', 'gas', 'from', 'oil']	['nuclear', 'reactors', 'let', 'out', 'dangerous', 'gases', '.']	['nuclear', 'power', 'is', 'not', 'the', 'answer', 'to', 'climate', 'change']	['is', 'nuclear', 'power', 'the', 'answer', '?']	['a', 'group', 'of', 'climate', 'scientists', 'want', 'environmentalists', 'to', 'see', 'nuclear', 'power', 'as', 'a', 'way', 'to', 'combat', 'climate', 'change', '.', 'are', 'they', 'on', 'to', 'something', '?']
13237789_116_A247LJDZOGXJK6	train_swap	0	['no', 'citizens', 'should', 'be', 'tested', 'on', 'their', 'civics', 'knowledge']	['all', 'citizens', 'should', 'be', 'tested', 'on', 'their', 'civics', 'knowledge']	['no', 'one', 'should', 'be', 'allowed', 'to', 'vote', 'unless', 'they', 'can', 'pass', 'a', 'test', '.']	['voting', 'should', 'not', 'be', 'a', 'constitutional', 'right']	['should', 'voting', 'be', 'a', 'constitutional', 'right', '?']	['should', 'a', 'constitutional', 'amendment', 'guarantee', 'the', 'right', 'to', 'vote', ',', 'to', 'fend', 'off', 'efforts', 'that', 'inhibit', 'and', 'restrict', 'voting', '?']
13237789_116_A247LJDZOGXJK6	train_swap	1	['all', 'citizens', 'should', 'be', 'tested', 'on', 'their', 'civics', 'knowledge']	['no', 'citizens', 'should', 'be', 'tested', 'on', 'their', 'civics', 'knowledge']	['no', 'one', 'should', 'be', 'allowed', 'to', 'vote', 'unless', 'they', 'can', 'pass', 'a', 'test', '.']	['voting', 'should', 'not', 'be', 'a', 'constitutional', 'right']	['should', 'voting', 'be', 'a', 'constitutional', 'right', '?']	['should', 'a', 'constitutional', 'amendment', 'guarantee', 'the', 'right', 'to', 'vote', ',', 'to', 'fend', 'off', 'efforts', 'that', 'inhibit', 'and', 'restrict', 'voting', '?']
6103657_46_A1DJNUJZN8FE7N	train_swap	1	"['it', 'does', ""n't"", 'cost', 'near', 'as', 'much', 'as', 'they', ""'d"", 'like', 'to', 'have', 'you', 'think']"	"['it', 'costs', 'more', 'as', 'they', ""'d"", 'like', 'to', 'have', 'you', 'think']"	['it', 'costs', 'the', 'bank', 'money', 'to', 'operate', '.']	['fees', 'are', 'necessary']	['are', 'banks', 'making', 'too', 'much', 'money', 'from', 'fees', '?']	['do', 'the', 'fees', 'banks', 'charge', 'customers', 'need', 'to', 'be', 'more', 'closely', 'regulated', ',', 'or', 'are', 'they', 'necessary', 'for', 'the', 'health', 'of', 'the', 'banks', ',', 'and', 'the', 'economy', '?']
6103657_46_A1DJNUJZN8FE7N	train_swap	0	"['it', 'costs', 'more', 'as', 'they', ""'d"", 'like', 'to', 'have', 'you', 'think']"	"['it', 'does', ""n't"", 'cost', 'near', 'as', 'much', 'as', 'they', ""'d"", 'like', 'to', 'have', 'you', 'think']"	['it', 'costs', 'the', 'bank', 'money', 'to', 'operate', '.']	['fees', 'are', 'necessary']	['are', 'banks', 'making', 'too', 'much', 'money', 'from', 'fees', '?']	['do', 'the', 'fees', 'banks', 'charge', 'customers', 'need', 'to', 'be', 'more', 'closely', 'regulated', ',', 'or', 'are', 'they', 'necessary', 'for', 'the', 'health', 'of', 'the', 'banks', ',', 'and', 'the', 'economy', '?']
8828406_0_A1DJNUJZN8FE7N	train_swap	1	['academics', 'never', 'come', 'before', 'sports', 'in', 'practical', 'life']	['academics', 'come', 'before', 'sports', 'in', 'practical', 'life']	['school', 'sports', 'have', 'a', 'place', 'as', 'long', 'as', 'academics', 'come', 'first', '.']	['do', 'not', 'drop', 'sports', 'program', 'in', 'undergraduate', 'schools']	['dropping', 'the', 'ball']	['should', 'more', 'undergraduate', 'schools', 'follow', 'in', 'the', 'footsteps', 'of', 'spelman', 'college', 'and', 'consider', 'dropping', 'intercollegiate', 'sports', 'programs', '?']
8828406_0_A1DJNUJZN8FE7N	train_swap	0	['academics', 'come', 'before', 'sports', 'in', 'practical', 'life']	['academics', 'never', 'come', 'before', 'sports', 'in', 'practical', 'life']	['school', 'sports', 'have', 'a', 'place', 'as', 'long', 'as', 'academics', 'come', 'first', '.']	['do', 'not', 'drop', 'sports', 'program', 'in', 'undergraduate', 'schools']	['dropping', 'the', 'ball']	['should', 'more', 'undergraduate', 'schools', 'follow', 'in', 'the', 'footsteps', 'of', 'spelman', 'college', 'and', 'consider', 'dropping', 'intercollegiate', 'sports', 'programs', '?']
5613711_180_A1OYYWJ2B7OQTD	train_swap	0	"['technology', 'does', ""n't"", 'utilize', 'different', 'parts', 'of', 'the', 'brain']"	['technology', 'utilizes', 'a', 'different', 'part', 'of', 'the', 'brain']	['people', 'are', 'not', 'using', 'their', 'intelligence', 'to', 'the', 'best', 'of', 'his', 'or', 'her', 'ability', 'anymore', '.']	['people', 'are', 'getting', 'dumber']	['are', 'people', 'getting', 'dumber', '?']	"['sometimes', 'when', 'you', 'turn', 'on', 'the', 'tv', ',', 'it', ""'s"", 'hard', 'not', 'to', 'wonder', ':', 'is', 'humanity', 'devolving', '?']"
5613711_180_A1OYYWJ2B7OQTD	train_swap	1	['technology', 'utilizes', 'a', 'different', 'part', 'of', 'the', 'brain']	"['technology', 'does', ""n't"", 'utilize', 'different', 'parts', 'of', 'the', 'brain']"	['people', 'are', 'not', 'using', 'their', 'intelligence', 'to', 'the', 'best', 'of', 'his', 'or', 'her', 'ability', 'anymore', '.']	['people', 'are', 'getting', 'dumber']	['are', 'people', 'getting', 'dumber', '?']	"['sometimes', 'when', 'you', 'turn', 'on', 'the', 'tv', ',', 'it', ""'s"", 'hard', 'not', 'to', 'wonder', ':', 'is', 'humanity', 'devolving', '?']"
2699104_481_AE861G0AY5RGT	train_swap	0	['creative', 'thinking', 'is', 'as', 'important', 'as', 'critical', 'thinking']	"['creative', 'thinking', 'is', ""n't"", 'as', 'important', 'as', 'critical', 'thinking']"	['humanities', 'programs', 'make', 'people', 'think', 'differently', 'and', 'more', 'creatively', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
2699104_481_AE861G0AY5RGT	train_swap	1	"['creative', 'thinking', 'is', ""n't"", 'as', 'important', 'as', 'critical', 'thinking']"	['creative', 'thinking', 'is', 'as', 'important', 'as', 'critical', 'thinking']	['humanities', 'programs', 'make', 'people', 'think', 'differently', 'and', 'more', 'creatively', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
10224008_80_A1DJNUJZN8FE7N	train_swap	1	"['marijuana', 'is', ""n't"", 'dangerous', 'in', 'the', 'least']"	['marijuana', 'is', 'quite', 'dangerous']	['gambling', 'is', 'more', 'dangerous', 'to', 'families', 'than', 'marijuana', '.']	['casinos', 'are', 'too', 'much', 'of', 'a', 'gamble']	['are', 'casinos', 'too', 'much', 'of', 'a', 'gamble', '?']	['do', 'the', 'economic', 'and', 'fiscal', 'benefits', 'of', 'casinos', 'outweigh', 'their', 'social', 'and', 'economic', 'costs', '?']
10224008_80_A1DJNUJZN8FE7N	train_swap	0	['marijuana', 'is', 'quite', 'dangerous']	"['marijuana', 'is', ""n't"", 'dangerous', 'in', 'the', 'least']"	['gambling', 'is', 'more', 'dangerous', 'to', 'families', 'than', 'marijuana', '.']	['casinos', 'are', 'too', 'much', 'of', 'a', 'gamble']	['are', 'casinos', 'too', 'much', 'of', 'a', 'gamble', '?']	['do', 'the', 'economic', 'and', 'fiscal', 'benefits', 'of', 'casinos', 'outweigh', 'their', 'social', 'and', 'economic', 'costs', '?']
6019509_344_A34QZDSTKZ3JO9	train_swap	0	"['too', 'many', 'vitamins', 'is', ""n't"", 'going', 'to', 'get', 'someone', 'sick']"	['too', 'many', 'vitamins', 'can', 'get', 'someone', 'sick']	['vegan', 'diets', 'are', 'rich', 'in', 'vitamins', '.']	['veganism', 'is', 'good', 'for', 'everyone']	['is', 'veganism', 'good', 'for', 'everyone', '?']	"['maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
6019509_344_A34QZDSTKZ3JO9	train_swap	1	['too', 'many', 'vitamins', 'can', 'get', 'someone', 'sick']	"['too', 'many', 'vitamins', 'is', ""n't"", 'going', 'to', 'get', 'someone', 'sick']"	['vegan', 'diets', 'are', 'rich', 'in', 'vitamins', '.']	['veganism', 'is', 'good', 'for', 'everyone']	['is', 'veganism', 'good', 'for', 'everyone', '?']	"['maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
6032130_73_A1CF6U3GF7DZEJ	train_swap	1	['the', 'internet', 'and', 'tv', 'have', 'more', 'than', 'enough', 'resources', 'to', 'counteract', 'the', 'above']	['the', 'internet', 'and', 'tv', 'do', 'not', 'have', 'enough', 'resources', 'to', 'counteract', 'the', 'above']	['some', 'kids', 'are', 'not', 'taught', 'by', 'parents', 'how', 'to', 'cook', ',', 'and', 'many', 'schools', 'have', 'done', 'away', 'with', 'home', 'economics', 'in', 'favor', 'of', 'science', 'and', 'math', '.']	['we', 'need', 'more', 'advice', 'about', 'eating', 'well']	['do', 'we', 'need', 'more', 'advice', 'about', 'eating', 'well', '?']	['maybe', 'americans', 'would', 'be', 'healthier', 'if', 'we', 'understood', 'nutrition', 'better', '.', 'or', 'maybe', 'we', 'know', 'enough', ',', 'and', 'eat', 'poorly', 'for', 'other', 'reasons', '.']
6032130_73_A1CF6U3GF7DZEJ	train_swap	0	['the', 'internet', 'and', 'tv', 'do', 'not', 'have', 'enough', 'resources', 'to', 'counteract', 'the', 'above']	['the', 'internet', 'and', 'tv', 'have', 'more', 'than', 'enough', 'resources', 'to', 'counteract', 'the', 'above']	['some', 'kids', 'are', 'not', 'taught', 'by', 'parents', 'how', 'to', 'cook', ',', 'and', 'many', 'schools', 'have', 'done', 'away', 'with', 'home', 'economics', 'in', 'favor', 'of', 'science', 'and', 'math', '.']	['we', 'need', 'more', 'advice', 'about', 'eating', 'well']	['do', 'we', 'need', 'more', 'advice', 'about', 'eating', 'well', '?']	['maybe', 'americans', 'would', 'be', 'healthier', 'if', 'we', 'understood', 'nutrition', 'better', '.', 'or', 'maybe', 'we', 'know', 'enough', ',', 'and', 'eat', 'poorly', 'for', 'other', 'reasons', '.']
12633427_954_AE861G0AY5RGT	train_swap	0	"['it', ""'s"", 'clear', 'assad', 'can', 'stop', 'isis']"	"['it', ""'s"", 'clear', 'assad', 'can', 'not', 'stop', 'isis']"	['isis', 'needs', 'to', 'be', 'stopped', 'before', 'it', 'becomes', 'an', 'al', 'qaeda', 'so', 'the', 'us', 'should', 'work', 'with', 'assad', 'if', 'it', 'can', 'stop', 'that', '.']	['the', 'u.s.', 'should', 'work', 'with', 'assad', 'to', 'fight', 'isis']	['should', 'the', 'u.s.', 'work', 'with', 'assad', 'to', 'fight', 'isis', '?']	['is', 'the', 'militant', 'group', 'such', 'a', 'threat', 'to', 'the', 'united', 'states', 'that', 'working', 'with', 'the', 'despised', 'syrian', 'dictator', 'would', 'be', 'in', 'the', 'national', 'interest', '?']
12633427_954_AE861G0AY5RGT	train_swap	1	"['it', ""'s"", 'clear', 'assad', 'can', 'not', 'stop', 'isis']"	"['it', ""'s"", 'clear', 'assad', 'can', 'stop', 'isis']"	['isis', 'needs', 'to', 'be', 'stopped', 'before', 'it', 'becomes', 'an', 'al', 'qaeda', 'so', 'the', 'us', 'should', 'work', 'with', 'assad', 'if', 'it', 'can', 'stop', 'that', '.']	['the', 'u.s.', 'should', 'work', 'with', 'assad', 'to', 'fight', 'isis']	['should', 'the', 'u.s.', 'work', 'with', 'assad', 'to', 'fight', 'isis', '?']	['is', 'the', 'militant', 'group', 'such', 'a', 'threat', 'to', 'the', 'united', 'states', 'that', 'working', 'with', 'the', 'despised', 'syrian', 'dictator', 'would', 'be', 'in', 'the', 'national', 'interest', '?']
5445924_630_A2JKETV64OU7DY	train_swap	1	['it', 'teaches', 'a', 'lesson', 'of', 'how', 'it', 'feels', 'to', 'be', 'on', 'the', 'bottom', 'rung', 'in', 'the', 'workplace', '.']	['it', 'puts', 'students', 'on', 'the', 'bottom', 'rung', 'in', 'the', 'workplace']	['unpaid', 'internships', 'take', 'advantage', 'of', 'students', 'by', 'requiring', 'them', 'to', 'work', 'long', 'an', 'hard', 'for', 'work', 'experience', 'and', 'no', 'paycheck', '.']	['unpaid', 'internship', 'exploit', 'college', 'students']	['do', 'unpaid', 'internships', 'exploit', 'college', 'students', '?']	['should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
5445924_630_A2JKETV64OU7DY	train_swap	0	['it', 'puts', 'students', 'on', 'the', 'bottom', 'rung', 'in', 'the', 'workplace']	['it', 'teaches', 'a', 'lesson', 'of', 'how', 'it', 'feels', 'to', 'be', 'on', 'the', 'bottom', 'rung', 'in', 'the', 'workplace', '.']	['unpaid', 'internships', 'take', 'advantage', 'of', 'students', 'by', 'requiring', 'them', 'to', 'work', 'long', 'an', 'hard', 'for', 'work', 'experience', 'and', 'no', 'paycheck', '.']	['unpaid', 'internship', 'exploit', 'college', 'students']	['do', 'unpaid', 'internships', 'exploit', 'college', 'students', '?']	['should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
6017135_17_A1CF6U3GF7DZEJ	train_swap	1	['such', 'children', 'will', 'still', 'survive', ',', 'although', 'a', 'little', 'shorter']	['such', 'children', 'will', 'be', 'deprived', 'of', 'needed', 'nutrition']	"['children', 'ca', ""n't"", 'thrive', 'as', 'vegans', 'and', 'require', 'a', 'diet', 'containing', 'animal', 'products', '.']"	['veganism', 'is', 'not', 'good', 'for', 'everyone']	['is', 'veganism', 'good', 'for', 'everyone', '?']	"['maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
6017135_17_A1CF6U3GF7DZEJ	train_swap	0	['such', 'children', 'will', 'be', 'deprived', 'of', 'needed', 'nutrition']	['such', 'children', 'will', 'still', 'survive', ',', 'although', 'a', 'little', 'shorter']	"['children', 'ca', ""n't"", 'thrive', 'as', 'vegans', 'and', 'require', 'a', 'diet', 'containing', 'animal', 'products', '.']"	['veganism', 'is', 'not', 'good', 'for', 'everyone']	['is', 'veganism', 'good', 'for', 'everyone', '?']	"['maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
3235190_0_A247LJDZOGXJK6	train_swap	0	['compassionate', 'adults', 'are', 'often', 'more', 'successful', 'than', 'their', 'peers']	['compassionate', 'adults', 'are', 'often', 'less', 'successful', 'than', 'their', 'peers']	"['extreme', 'parenting', 'does', ""n't"", 'necessarily', 'raise', 'a', 'compassionate', 'child', '.']"	['extreme', 'parenting', 'is', 'counterproductive']	['is', 'extreme', 'parenting', 'effective', '?']	"['does', 'strict', 'control', 'of', 'a', 'child', ""'s"", 'life', 'lead', 'to', 'greater', 'success', 'or', 'can', 'it', 'be', 'counterproductive', '?']"
3235190_0_A247LJDZOGXJK6	train_swap	1	['compassionate', 'adults', 'are', 'often', 'less', 'successful', 'than', 'their', 'peers']	['compassionate', 'adults', 'are', 'often', 'more', 'successful', 'than', 'their', 'peers']	"['extreme', 'parenting', 'does', ""n't"", 'necessarily', 'raise', 'a', 'compassionate', 'child', '.']"	['extreme', 'parenting', 'is', 'counterproductive']	['is', 'extreme', 'parenting', 'effective', '?']	"['does', 'strict', 'control', 'of', 'a', 'child', ""'s"", 'life', 'lead', 'to', 'greater', 'success', 'or', 'can', 'it', 'be', 'counterproductive', '?']"
2700850_116_A104V8NZIQFN2F	train_swap	1	['humanities', 'programs', 'are', 'conventional', 'wisdom']	['humanities', 'programs', 'are', 'unconventional', 'wisdom']	['students', 'need', 'to', 'think', 'critically', 'and', 'outside', 'of', 'conventional', 'ideas', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
2700850_116_A104V8NZIQFN2F	train_swap	0	['humanities', 'programs', 'are', 'unconventional', 'wisdom']	['humanities', 'programs', 'are', 'conventional', 'wisdom']	['students', 'need', 'to', 'think', 'critically', 'and', 'outside', 'of', 'conventional', 'ideas', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
4062443_409_A1I4CYG5YDFTYM	train_swap	0	"['that', 'cost', 'ca', ""n't"", 'be', 'reduced', 'with', 'the', 'technology', 'we', 'have']"	['that', 'cost', 'could', 'be', 'reduced', 'greatly', 'with', 'newer', 'advancements', 'in', 'technology', 'and', 'a', 'proper', 'database']	['the', 'costs', 'to', 'replace', 'school', 'librarians', 'with', 'technology', 'is', 'prohibitive', '.']	['school', 'librarians', 'are', 'not', 'expendable']	['are', 'school', 'librarians', 'expendable', '?']	['states', 'and', 'cities', 'are', 'under', 'severe', 'budget', 'constraints', '.', 'they', 'are', 'turning', 'to', 'the', 'library', '.']
4062443_409_A1I4CYG5YDFTYM	train_swap	1	['that', 'cost', 'could', 'be', 'reduced', 'greatly', 'with', 'newer', 'advancements', 'in', 'technology', 'and', 'a', 'proper', 'database']	"['that', 'cost', 'ca', ""n't"", 'be', 'reduced', 'with', 'the', 'technology', 'we', 'have']"	['the', 'costs', 'to', 'replace', 'school', 'librarians', 'with', 'technology', 'is', 'prohibitive', '.']	['school', 'librarians', 'are', 'not', 'expendable']	['are', 'school', 'librarians', 'expendable', '?']	['states', 'and', 'cities', 'are', 'under', 'severe', 'budget', 'constraints', '.', 'they', 'are', 'turning', 'to', 'the', 'library', '.']
9953248_133_A1I4CYG5YDFTYM	train_swap	0	"['the', 'chef', 'does', ""n't"", 'season', 'the', 'dish', 'before', 'it', 'is', 'served']"	['the', 'chef', 'does', 'that', 'to', 'the', 'dish', 'before', 'it', 'is', 'served']	['anyone', 'is', 'more', 'than', 'welcome', 'to', 'add', 'wanted', 'salt', 'to', 'their', 'food', '.']	['salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['should', 'salt', 'have', 'a', 'place', 'at', 'the', 'table', '?']	"['more', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'some', 'diners', 'find', 'it', 'annoying', '.']"
9953248_133_A1I4CYG5YDFTYM	train_swap	1	['the', 'chef', 'does', 'that', 'to', 'the', 'dish', 'before', 'it', 'is', 'served']	"['the', 'chef', 'does', ""n't"", 'season', 'the', 'dish', 'before', 'it', 'is', 'served']"	['anyone', 'is', 'more', 'than', 'welcome', 'to', 'add', 'wanted', 'salt', 'to', 'their', 'food', '.']	['salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['should', 'salt', 'have', 'a', 'place', 'at', 'the', 'table', '?']	"['more', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'some', 'diners', 'find', 'it', 'annoying', '.']"
4845332_217_A1I4CYG5YDFTYM	train_swap	1	['the', 'us', 'runs', 'on', 'a', 'different', 'system', 'and', 'foundation', 'that', 'provides', 'more', 'freedom', ',', 'this', 'would', 'not', 'be', 'freedom']	['the', 'us', 'runs', 'on', 'a', 'similar', 'system', 'and', 'foundation', 'that', 'provides', 'the', 'same', 'amount', 'of', 'freedom', 'as', 'australia']	['it', 'works', 'for', 'australia', '.']	['voting', 'should', 'be', 'mandatory']	['should', 'voting', 'be', 'mandatory', '?']	['or', 'are', 'there', 'already', 'too', 'many', 'people', 'casting', 'ballots', '?']
4845332_217_A1I4CYG5YDFTYM	train_swap	0	['the', 'us', 'runs', 'on', 'a', 'similar', 'system', 'and', 'foundation', 'that', 'provides', 'the', 'same', 'amount', 'of', 'freedom', 'as', 'australia']	['the', 'us', 'runs', 'on', 'a', 'different', 'system', 'and', 'foundation', 'that', 'provides', 'more', 'freedom', ',', 'this', 'would', 'not', 'be', 'freedom']	['it', 'works', 'for', 'australia', '.']	['voting', 'should', 'be', 'mandatory']	['should', 'voting', 'be', 'mandatory', '?']	['or', 'are', 'there', 'already', 'too', 'many', 'people', 'casting', 'ballots', '?']
9305215_426_A1I4CYG5YDFTYM	train_swap	1	"['people', 'wo', ""n't"", 'be', 'willing', 'to', 'pay', 'more', 'for', 'dishes']"	['people', 'will', 'be', 'paying', 'more', 'for', 'dishes']	['i', 'want', 'to', 'increase', 'the', 'price', 'of', 'menu', 'items', 'to', 'pay', 'waitstaff', 'higher', 'wages', '.']	['not', 'to', 'tip']	['to', 'tip', 'or', 'not', 'to', 'tip']	['should', 'restaurants', 'do', 'away', 'with', 'tipping', '?']
9305215_426_A1I4CYG5YDFTYM	train_swap	0	['people', 'will', 'be', 'paying', 'more', 'for', 'dishes']	"['people', 'wo', ""n't"", 'be', 'willing', 'to', 'pay', 'more', 'for', 'dishes']"	['i', 'want', 'to', 'increase', 'the', 'price', 'of', 'menu', 'items', 'to', 'pay', 'waitstaff', 'higher', 'wages', '.']	['not', 'to', 'tip']	['to', 'tip', 'or', 'not', 'to', 'tip']	['should', 'restaurants', 'do', 'away', 'with', 'tipping', '?']
5480877_361_AYFOAD75CRBKE	train_swap	0	"['the', 'parents', 'ca', ""n't"", 'pay', 'a', 'fee']"	['the', 'parents', 'can', 'pay', 'a', 'fee']	"['public', 'schools', 'earn', 'their', 'funding', 'by', 'the', 'number', 'of', 'students', 'who', 'are', 'actually', 'enrolled', ',', 'therefore', ',', 'anyone', 'who', 'does', ""n't"", 'enroll', 'should', 'not', 'get', 'to', 'use', 'services', 'paid', 'for', 'with', 'that', 'money', '.']"	['home', '-', 'schoolers', 'should', 'not', 'play', 'for', 'high', 'school', 'teams']	['should', 'home', '-', 'schoolers', 'play', 'for', 'high', 'school', 'teams', '?']	"['home', '-', 'schoolers', 'may', 'not', 'want', 'their', 'children', 'in', 'the', 'classroom', 'but', 'they', ""'d"", 'like', 'to', 'see', 'them', 'on', 'the', 'football', 'field', '.', 'is', 'that', 'their', 'right', '?']"
5480877_361_AYFOAD75CRBKE	train_swap	1	['the', 'parents', 'can', 'pay', 'a', 'fee']	"['the', 'parents', 'ca', ""n't"", 'pay', 'a', 'fee']"	"['public', 'schools', 'earn', 'their', 'funding', 'by', 'the', 'number', 'of', 'students', 'who', 'are', 'actually', 'enrolled', ',', 'therefore', ',', 'anyone', 'who', 'does', ""n't"", 'enroll', 'should', 'not', 'get', 'to', 'use', 'services', 'paid', 'for', 'with', 'that', 'money', '.']"	['home', '-', 'schoolers', 'should', 'not', 'play', 'for', 'high', 'school', 'teams']	['should', 'home', '-', 'schoolers', 'play', 'for', 'high', 'school', 'teams', '?']	"['home', '-', 'schoolers', 'may', 'not', 'want', 'their', 'children', 'in', 'the', 'classroom', 'but', 'they', ""'d"", 'like', 'to', 'see', 'them', 'on', 'the', 'football', 'field', '.', 'is', 'that', 'their', 'right', '?']"
7545952_11_A34QZDSTKZ3JO9	train_swap	1	"['people', 'still', 'watch', 'reality', 'shows', 'even', 'if', 'they', 'do', ""n't"", 'like', 'them']"	"['people', 'should', ""n't"", 'watch', 'reality', 'shows', 'as', 'most', 'people', 'do', ""n't"", 'like', 'them']"	['reality', 'shows', 'cause', 'me', 'to', 'die', 'a', 'little', 'whenever', 'i', 'see', 'them', 'advertised', 'even', 'though', 'i', 'have', 'watched', 'them', 'at', 'times', '.']	['reality', 'shows', 'are', 'worse', 'than', 'other', 'tv']	['are', 'reality', 'shows', 'worse', 'than', 'other', 'tv', '?']	['is', 'a', 'bad', 'reality', 'show', 'worse', 'than', 'a', 'bad', 'sit', '-', 'com', '?', 'is', 'a', 'compelling', 'one', 'less', 'important', 'than', 'a', 'compelling', 'scripted', 'drama', '?']
7545952_11_A34QZDSTKZ3JO9	train_swap	0	"['people', 'should', ""n't"", 'watch', 'reality', 'shows', 'as', 'most', 'people', 'do', ""n't"", 'like', 'them']"	"['people', 'still', 'watch', 'reality', 'shows', 'even', 'if', 'they', 'do', ""n't"", 'like', 'them']"	['reality', 'shows', 'cause', 'me', 'to', 'die', 'a', 'little', 'whenever', 'i', 'see', 'them', 'advertised', 'even', 'though', 'i', 'have', 'watched', 'them', 'at', 'times', '.']	['reality', 'shows', 'are', 'worse', 'than', 'other', 'tv']	['are', 'reality', 'shows', 'worse', 'than', 'other', 'tv', '?']	['is', 'a', 'bad', 'reality', 'show', 'worse', 'than', 'a', 'bad', 'sit', '-', 'com', '?', 'is', 'a', 'compelling', 'one', 'less', 'important', 'than', 'a', 'compelling', 'scripted', 'drama', '?']
8835812_0_A104V8NZIQFN2F	train_swap	1	['colleges', 'already', 'have', 'classes', 'that', 'teach', 'those', 'qualities']	"['colleges', 'do', ""n't"", 'always', 'have', 'classes', 'that', 'teach', 'those', 'qualities']"	['sports', 'programs', 'teach', 'important', 'things', 'like', 'leadership', ',', 'discipline', ',', 'and', 'teamwork', '.']	['do', 'not', 'drop', 'sports', 'program', 'in', 'undergraduate', 'schools']	['dropping', 'the', 'ball']	['should', 'more', 'undergraduate', 'schools', 'follow', 'in', 'the', 'footsteps', 'of', 'spelman', 'college', 'and', 'consider', 'dropping', 'intercollegiate', 'sports', 'programs', '?']
