#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
14666389_480_A1CF6U3GF7DZEJ	dev	0	['the', 'excuse', 'is', 'rarely', 'warranted']	['the', 'excuse', 'is', 'sometimes', 'warranted']	['Police', 'use', 'the', 'excuse', 'of', 'fear', 'for', 'life', 'to', 'abuse', 'use', 'of', 'force', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
11408162_382_APW9F8OTJ4KXO	train_swap	0	['homeopathy', 'is', 'going', 'to', 'help', 'those', 'with', 'polio', 'or', 'measles', 'and', 'those', 'who', 'are', 'allergic', 'can', 'not', 'get', 'exemptions']	['homeopathy', 'is', 'not', 'going', 'to', 'do', 'anything', 'for', 'polio', 'or', 'measles', 'and', 'those', 'who', 'are', 'allergic', 'can', 'get', 'exemptions']	['There', 'can', 'be', 'allergies', ',', 'and', 'homeopathy', 'is', 'a', 'better', 'alternative', '.']	['Vaccination', 'should', 'not', 'be', 'mandatory', 'for', 'all', 'children']	['Making', 'Vaccination', 'Mandatory', 'for', 'All', 'Children']	['Should', 'parents', 'no', 'longer', 'be', 'allowed', 'to', 'get', 'religious', 'or', 'philosophical', 'exemptions', 'from', 'having', 'their', 'children', 'immunized', '?']
11408162_382_APW9F8OTJ4KXO	train_swap	1	['homeopathy', 'is', 'not', 'going', 'to', 'do', 'anything', 'for', 'polio', 'or', 'measles', 'and', 'those', 'who', 'are', 'allergic', 'can', 'get', 'exemptions']	['homeopathy', 'is', 'going', 'to', 'help', 'those', 'with', 'polio', 'or', 'measles', 'and', 'those', 'who', 'are', 'allergic', 'can', 'not', 'get', 'exemptions']	['There', 'can', 'be', 'allergies', ',', 'and', 'homeopathy', 'is', 'a', 'better', 'alternative', '.']	['Vaccination', 'should', 'not', 'be', 'mandatory', 'for', 'all', 'children']	['Making', 'Vaccination', 'Mandatory', 'for', 'All', 'Children']	['Should', 'parents', 'no', 'longer', 'be', 'allowed', 'to', 'get', 'religious', 'or', 'philosophical', 'exemptions', 'from', 'having', 'their', 'children', 'immunized', '?']
11523833_166_A1CF6U3GF7DZEJ	train_swap	0	['iPhones', 'do', 'not']	['so', 'do', 'iPhones']	['They', 'keep', 'good', 'records', '.']	['Court', 'stenographers', 'are', 'necessary']	['Are', 'Court', 'Stenographers', 'Necessary', '?']	['After', 'a', 'New', 'York', 'court', 'reporter', 'left', 'behind', 'an', 'incomplete', 'record', ',', 'some', 'are', 'asking', 'whether', 'it', 'still', 'makes', 'sense', 'to', 'use', 'stenographers', 'in', 'legal', 'proceedings', '.']
11523833_166_A1CF6U3GF7DZEJ	train_swap	1	['so', 'do', 'iPhones']	['iPhones', 'do', 'not']	['They', 'keep', 'good', 'records', '.']	['Court', 'stenographers', 'are', 'necessary']	['Are', 'Court', 'Stenographers', 'Necessary', '?']	['After', 'a', 'New', 'York', 'court', 'reporter', 'left', 'behind', 'an', 'incomplete', 'record', ',', 'some', 'are', 'asking', 'whether', 'it', 'still', 'makes', 'sense', 'to', 'use', 'stenographers', 'in', 'legal', 'proceedings', '.']
7057234_301_A1I4CYG5YDFTYM	train_swap	0	"['they', 'have', 'personal', 'opinions', 'that', 'wo', ""n't"", 'sway', 'how', 'the', 'actual', 'candidate', 'thinks']"	['they', 'have', 'personal', 'opinions', 'that', 'can', 'sway', 'how', 'the', 'actual', 'candidate', 'thinks']	['The', 'spouse', 'of', 'the', 'candidate', 'is', 'not', 'being', 'elected', 'and', 'will', 'have', 'no', 'official', 'role', 'in', 'the', 'administration', '.']	"['We', 'do', ""n't"", 'need', 'to', 'hear', 'from', 'candidate', ""'s"", 'spouse']"	"['Do', 'We', 'Need', 'to', 'Hear', 'From', 'the', 'Candidate', ""'s"", 'Spouse', '?']"	['What', 'role', 'should', 'spouses', 'of', 'the', 'nominees', 'play', 'at', 'conventions', '?', 'Is', 'it', 'appropriate', '(', 'or', 'useful', ')', 'for', 'them', 'to', 'give', 'speeches', '?']
7057234_301_A1I4CYG5YDFTYM	train_swap	1	['they', 'have', 'personal', 'opinions', 'that', 'can', 'sway', 'how', 'the', 'actual', 'candidate', 'thinks']	"['they', 'have', 'personal', 'opinions', 'that', 'wo', ""n't"", 'sway', 'how', 'the', 'actual', 'candidate', 'thinks']"	['The', 'spouse', 'of', 'the', 'candidate', 'is', 'not', 'being', 'elected', 'and', 'will', 'have', 'no', 'official', 'role', 'in', 'the', 'administration', '.']	"['We', 'do', ""n't"", 'need', 'to', 'hear', 'from', 'candidate', ""'s"", 'spouse']"	"['Do', 'We', 'Need', 'to', 'Hear', 'From', 'the', 'Candidate', ""'s"", 'Spouse', '?']"	['What', 'role', 'should', 'spouses', 'of', 'the', 'nominees', 'play', 'at', 'conventions', '?', 'Is', 'it', 'appropriate', '(', 'or', 'useful', ')', 'for', 'them', 'to', 'give', 'speeches', '?']
8835695_451_A34QZDSTKZ3JO9	train_swap	0	['the', 'programs', 'give', 'money', 'to', 'the', 'education']	"['the', 'programs', 'do', ""n't"", 'give', 'money', 'to', 'the', 'education']"	"['These', 'programs', 'bring', 'lots', 'of', 'revenue', ',', 'which', 'all', 'of', 'the', 'other', 'activities', 'of', 'a', 'University', 'simply', 'do', ""n't"", '.', 'No', 'taxpayers', 'in', 'this', 'country', 'are', 'willing', 'to', 'support', 'the', 'education', 'of', 'other', 'peoples', 'children', '.']"	['Do', 'not', 'drop', 'sports', 'program', 'in', 'undergraduate', 'schools']	['Dropping', 'the', 'Ball']	['Should', 'more', 'undergraduate', 'schools', 'follow', 'in', 'the', 'footsteps', 'of', 'Spelman', 'College', 'and', 'consider', 'dropping', 'intercollegiate', 'sports', 'programs', '?']
8835695_451_A34QZDSTKZ3JO9	train_swap	1	"['the', 'programs', 'do', ""n't"", 'give', 'money', 'to', 'the', 'education']"	['the', 'programs', 'give', 'money', 'to', 'the', 'education']	"['These', 'programs', 'bring', 'lots', 'of', 'revenue', ',', 'which', 'all', 'of', 'the', 'other', 'activities', 'of', 'a', 'University', 'simply', 'do', ""n't"", '.', 'No', 'taxpayers', 'in', 'this', 'country', 'are', 'willing', 'to', 'support', 'the', 'education', 'of', 'other', 'peoples', 'children', '.']"	['Do', 'not', 'drop', 'sports', 'program', 'in', 'undergraduate', 'schools']	['Dropping', 'the', 'Ball']	['Should', 'more', 'undergraduate', 'schools', 'follow', 'in', 'the', 'footsteps', 'of', 'Spelman', 'College', 'and', 'consider', 'dropping', 'intercollegiate', 'sports', 'programs', '?']
9306087_441_A1HKYY6XI2OHO1	train_swap	1	['the', 'owners', 'took', 'all', 'the', 'risk', 'in', 'the', 'first', 'place']	['the', 'owners', 'did', 'not', 'take', 'all', 'the', 'risk', 'in', 'the', 'first', 'place']	['Restaurant', 'owners', 'benefit', 'at', 'the', 'detriment', 'of', 'workers', '.']	['Not', 'to', 'tip']	['To', 'Tip', 'or', 'Not', 'to', 'Tip']	['Should', 'restaurants', 'do', 'away', 'with', 'tipping', '?']
9306087_441_A1HKYY6XI2OHO1	train_swap	0	['the', 'owners', 'did', 'not', 'take', 'all', 'the', 'risk', 'in', 'the', 'first', 'place']	['the', 'owners', 'took', 'all', 'the', 'risk', 'in', 'the', 'first', 'place']	['Restaurant', 'owners', 'benefit', 'at', 'the', 'detriment', 'of', 'workers', '.']	['Not', 'to', 'tip']	['To', 'Tip', 'or', 'Not', 'to', 'Tip']	['Should', 'restaurants', 'do', 'away', 'with', 'tipping', '?']
2700862_407_AE861G0AY5RGT	train_swap	1	['science', 'is', 'an', 'essential', 'field', 'of', 'study', ',', 'and', 'humanities', 'are', 'completely', 'optional']	['science', 'and', 'humanities', 'are', 'essential', 'fields', 'of', 'study']	['Humanities', 'and', 'the', 'sciences', 'are', 'complementary', 'disciplines', '.']	['Colleges', 'need', 'humanities', 'programs']	['Do', 'Colleges', 'Need', 'French', 'Departments', '?']	['With', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
2700862_407_AE861G0AY5RGT	train_swap	0	['science', 'and', 'humanities', 'are', 'essential', 'fields', 'of', 'study']	['science', 'is', 'an', 'essential', 'field', 'of', 'study', ',', 'and', 'humanities', 'are', 'completely', 'optional']	['Humanities', 'and', 'the', 'sciences', 'are', 'complementary', 'disciplines', '.']	['Colleges', 'need', 'humanities', 'programs']	['Do', 'Colleges', 'Need', 'French', 'Departments', '?']	['With', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
3639835_338_AA7ASGQEOMKEZ	train_swap	1	['interest', 'in', 'profits', 'increases', 'motivation', 'and', 'drives', 'innovation']	['interest', 'in', 'profits', 'decreases', 'motivation', 'and', 'does', 'not', 'drive', 'innovation']	['The', 'only', 'interest', 'of', 'the', 'private', 'sector', 'is', 'the', 'bottom', 'line', 'profits', '.']	['Privatization', 'is', 'a', 'bad', 'deal', 'for', 'cities', 'and', 'states']	['Is', 'Privatization', 'a', 'Bad', 'Deal', 'for', 'Cities', 'and', 'States', '?']	['To', 'save', 'money', ',', 'New', 'York', 'is', 'turning', 'the', 'clock', 'back', 'on', 'outsourcing', 'by', 'replacing', 'private', 'contractors', 'with', 'city', 'workers', '.']
3639835_338_AA7ASGQEOMKEZ	train_swap	0	['interest', 'in', 'profits', 'decreases', 'motivation', 'and', 'does', 'not', 'drive', 'innovation']	['interest', 'in', 'profits', 'increases', 'motivation', 'and', 'drives', 'innovation']	['The', 'only', 'interest', 'of', 'the', 'private', 'sector', 'is', 'the', 'bottom', 'line', 'profits', '.']	['Privatization', 'is', 'a', 'bad', 'deal', 'for', 'cities', 'and', 'states']	['Is', 'Privatization', 'a', 'Bad', 'Deal', 'for', 'Cities', 'and', 'States', '?']	['To', 'save', 'money', ',', 'New', 'York', 'is', 'turning', 'the', 'clock', 'back', 'on', 'outsourcing', 'by', 'replacing', 'private', 'contractors', 'with', 'city', 'workers', '.']
2326100_179_A1I4CYG5YDFTYM	train_swap	1	['this', 'would', 'be', 'easy', 'to', 'falsify']	"['this', 'would', ""n't"", 'be', 'easy', 'to', 'falsify']"	['Gambling', 'can', 'be', 'regulated', 'through', 'the', 'use', 'of', 'a', 'universal', 'ID', '.']	['Internet', 'gambling', 'should', 'be', 'legalized']	['Should', 'Internet', 'Gambling', 'Be', 'Legalized', '?']	['The', 'potential', 'boon', 'for', 'cash', '-', 'strapped', 'states', 'versus', 'the', 'social', 'costs', 'associated', 'with', 'addiction', '.']
2326100_179_A1I4CYG5YDFTYM	train_swap	0	"['this', 'would', ""n't"", 'be', 'easy', 'to', 'falsify']"	['this', 'would', 'be', 'easy', 'to', 'falsify']	['Gambling', 'can', 'be', 'regulated', 'through', 'the', 'use', 'of', 'a', 'universal', 'ID', '.']	['Internet', 'gambling', 'should', 'be', 'legalized']	['Should', 'Internet', 'Gambling', 'Be', 'Legalized', '?']	['The', 'potential', 'boon', 'for', 'cash', '-', 'strapped', 'states', 'versus', 'the', 'social', 'costs', 'associated', 'with', 'addiction', '.']
11163402_167_A1DJNUJZN8FE7N	train_swap	0	['identifying', 'people', 'is', 'the', 'goal', 'of', 'a', 'police', 'officers', 'job']	['identifying', 'people', 'is', 'the', 'only', 'fun', 'part', 'of', 'a', 'police', 'officers', 'job']	['Legal', 'identification', 'would', 'help', 'police', 'identify', 'people', '.']	['All', 'immigrants', 'should', 'get', 'ID', 'cards']	['Should', 'All', 'Immigrants', 'Get', 'ID', 'Cards', '?']	"['Should', 'cities', 'issue', 'identification', 'for', 'anyone', 'who', 'has', 'no', 'passport', 'or', 'driver', ""'s"", 'license', ',', 'even', 'if', 'they', 'are', 'not', 'in', 'the', 'country', 'legally', '?']"
11163402_167_A1DJNUJZN8FE7N	train_swap	1	['identifying', 'people', 'is', 'the', 'only', 'fun', 'part', 'of', 'a', 'police', 'officers', 'job']	['identifying', 'people', 'is', 'the', 'goal', 'of', 'a', 'police', 'officers', 'job']	['Legal', 'identification', 'would', 'help', 'police', 'identify', 'people', '.']	['All', 'immigrants', 'should', 'get', 'ID', 'cards']	['Should', 'All', 'Immigrants', 'Get', 'ID', 'Cards', '?']	"['Should', 'cities', 'issue', 'identification', 'for', 'anyone', 'who', 'has', 'no', 'passport', 'or', 'driver', ""'s"", 'license', ',', 'even', 'if', 'they', 'are', 'not', 'in', 'the', 'country', 'legally', '?']"
2698806_141_A1HKYY6XI2OHO1	train_swap	1	['students', 'have', 'gotten', 'so', 'much', 'broad', 'education', 'already', 'in', 'primary', 'school']	['students', 'have', 'not', 'gotten', ' ', 'much', 'broad', 'education', 'in', 'primary', 'school']	['The', 'humanities', 'are', 'vital', 'to', 'a', 'broad', 'and', 'professional', 'education', '.']	['Colleges', 'need', 'humanities', 'programs']	['Do', 'Colleges', 'Need', 'French', 'Departments', '?']	['With', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
2698806_141_A1HKYY6XI2OHO1	train_swap	0	['students', 'have', 'not', 'gotten', ' ', 'much', 'broad', 'education', 'in', 'primary', 'school']	['students', 'have', 'gotten', 'so', 'much', 'broad', 'education', 'already', 'in', 'primary', 'school']	['The', 'humanities', 'are', 'vital', 'to', 'a', 'broad', 'and', 'professional', 'education', '.']	['Colleges', 'need', 'humanities', 'programs']	['Do', 'Colleges', 'Need', 'French', 'Departments', '?']	['With', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
7956728_349_A1I4CYG5YDFTYM	train_swap	1	['these', 'things', 'are', 'all', 'available', 'online', 'and', 'most', 'times', 'for', 'free', ',', 'everyone', 'has', 'a', 'cell', 'phone', 'and', 'wifi', 'is', 'free', 'in', 'many', 'public', 'locaitons']	"['these', 'things', 'are', ""n't"", 'all', 'available', 'online', 'and', 'most', 'times', 'for', 'free', ',', 'and', 'not', 'everyone', 'has', 'a', 'cell', 'phone']"	"['Public', 'Libraries', 'are', 'good', 'for', 'those', 'less', 'fortunate', ',', 'providing', 'a', 'nearly', 'free', 'source', 'of', 'different', 'media', ""'s"", '.']"	['We', 'need', 'libraries']	['Do', 'We', 'Still', 'Need', 'Libraries', '?']	['What', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
7956728_349_A1I4CYG5YDFTYM	train_swap	0	"['these', 'things', 'are', ""n't"", 'all', 'available', 'online', 'and', 'most', 'times', 'for', 'free', ',', 'and', 'not', 'everyone', 'has', 'a', 'cell', 'phone']"	['these', 'things', 'are', 'all', 'available', 'online', 'and', 'most', 'times', 'for', 'free', ',', 'everyone', 'has', 'a', 'cell', 'phone', 'and', 'wifi', 'is', 'free', 'in', 'many', 'public', 'locaitons']	"['Public', 'Libraries', 'are', 'good', 'for', 'those', 'less', 'fortunate', ',', 'providing', 'a', 'nearly', 'free', 'source', 'of', 'different', 'media', ""'s"", '.']"	['We', 'need', 'libraries']	['Do', 'We', 'Still', 'Need', 'Libraries', '?']	['What', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
13657334_0_A104V8NZIQFN2F	train_swap	1	['corruption', 'is', 'the', 'best', 'way', 'to', 'infiltrate', 'a', 'foreign', 'government']	['corruption', 'is', 'not', 'the', 'best', 'way', 'to', 'infiltrate', 'a', 'foreign', 'government']	['The', 'CIA', 'is', 'too', 'large', 'and', 'corrupt', 'to', 'be', 'reformed', '.']	"['We', 'do', ""n't"", 'need', 'the', 'C.I.A.']"	['Do', 'We', 'Need', 'the', 'C.I.A.', '?']	['Would', 'the', 'security', 'needs', 'of', 'the', 'United', 'States', 'be', 'better', 'served', 'if', 'the', 'agency', 'were', 'dismantled', '?']
13657334_0_A104V8NZIQFN2F	train_swap	0	['corruption', 'is', 'not', 'the', 'best', 'way', 'to', 'infiltrate', 'a', 'foreign', 'government']	['corruption', 'is', 'the', 'best', 'way', 'to', 'infiltrate', 'a', 'foreign', 'government']	['The', 'CIA', 'is', 'too', 'large', 'and', 'corrupt', 'to', 'be', 'reformed', '.']	"['We', 'do', ""n't"", 'need', 'the', 'C.I.A.']"	['Do', 'We', 'Need', 'the', 'C.I.A.', '?']	['Would', 'the', 'security', 'needs', 'of', 'the', 'United', 'States', 'be', 'better', 'served', 'if', 'the', 'agency', 'were', 'dismantled', '?']
7950969_0_A1LZPWVZRTUZD0	train_swap	0	"['services', 'for', 'the', 'homeless', 'ca', ""n't"", 'be', 'administered', 'more', 'efficiently', 'and', 'effectively', 'through', 'a', 'local', 'social', 'service', 'center']"	['services', 'for', 'the', 'homeless', 'can', 'be', 'administered', 'more', 'efficiently', 'and', 'effectively', 'through', 'a', 'local', 'social', 'service', 'center']	['Libraries', 'provide', 'help', 'for', 'the', 'homeless', ',', 'including', 'temporary', 'shelter', 'and', 'career', 'resources', '.']	['We', 'need', 'libraries']	['Do', 'We', 'Still', 'Need', 'Libraries', '?']	['What', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
7950969_0_A1LZPWVZRTUZD0	train_swap	1	['services', 'for', 'the', 'homeless', 'can', 'be', 'administered', 'more', 'efficiently', 'and', 'effectively', 'through', 'a', 'local', 'social', 'service', 'center']	"['services', 'for', 'the', 'homeless', 'ca', ""n't"", 'be', 'administered', 'more', 'efficiently', 'and', 'effectively', 'through', 'a', 'local', 'social', 'service', 'center']"	['Libraries', 'provide', 'help', 'for', 'the', 'homeless', ',', 'including', 'temporary', 'shelter', 'and', 'career', 'resources', '.']	['We', 'need', 'libraries']	['Do', 'We', 'Still', 'Need', 'Libraries', '?']	['What', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
6006832_47_A34QZDSTKZ3JO9	train_swap	0	['most', 'people', 'have', 'the', 'internet']	['not', 'everyone', 'has', 'the', 'internet']	['The', 'internet', 'contains', 'sufficient', 'nutrition', 'information', '.']	['We', 'do', 'not', 'need', 'more', 'advice', 'about', 'eating', 'well']	['Do', 'We', 'Need', 'More', 'Advice', 'About', 'Eating', 'Well', '?']	['Maybe', 'Americans', 'would', 'be', 'healthier', 'if', 'we', 'understood', 'nutrition', 'better', '.', 'Or', 'maybe', 'we', 'know', 'enough', ',', 'and', 'eat', 'poorly', 'for', 'other', 'reasons', '.']
6006832_47_A34QZDSTKZ3JO9	train_swap	1	['not', 'everyone', 'has', 'the', 'internet']	['most', 'people', 'have', 'the', 'internet']	['The', 'internet', 'contains', 'sufficient', 'nutrition', 'information', '.']	['We', 'do', 'not', 'need', 'more', 'advice', 'about', 'eating', 'well']	['Do', 'We', 'Need', 'More', 'Advice', 'About', 'Eating', 'Well', '?']	['Maybe', 'Americans', 'would', 'be', 'healthier', 'if', 'we', 'understood', 'nutrition', 'better', '.', 'Or', 'maybe', 'we', 'know', 'enough', ',', 'and', 'eat', 'poorly', 'for', 'other', 'reasons', '.']
9047310_65_A247LJDZOGXJK6	train_swap	0	['the', 'harder', 'the', 'game', 'is', 'the', 'less', 'interesting', 'it', 'is', 'to', 'watch']	['the', 'harder', 'the', 'game', 'is', 'the', 'more', 'interesting', 'it', 'is', 'to', 'watch']	['Dunks', 'are', 'still', 'difficult', 'to', 'achieve', 'given', 'the', 'defenses', 'most', 'teams', 'now', 'use', '.']	['Rim', 'should', 'not', 'be', 'raised']	['Raise', 'the', 'Rim', '?']	['Many', 'basketball', 'players', 'today', 'are', 'a', 'foot', 'taller', 'than', 'players', 'were', 'in', 'the', '1800s', ';', 'the', 'rim', 'is', 'no', 'longer', 'out', 'of', 'reach', '.', 'Should', 'it', 'be', 'raised', '?']
9047310_65_A247LJDZOGXJK6	train_swap	1	['the', 'harder', 'the', 'game', 'is', 'the', 'more', 'interesting', 'it', 'is', 'to', 'watch']	['the', 'harder', 'the', 'game', 'is', 'the', 'less', 'interesting', 'it', 'is', 'to', 'watch']	['Dunks', 'are', 'still', 'difficult', 'to', 'achieve', 'given', 'the', 'defenses', 'most', 'teams', 'now', 'use', '.']	['Rim', 'should', 'not', 'be', 'raised']	['Raise', 'the', 'Rim', '?']	['Many', 'basketball', 'players', 'today', 'are', 'a', 'foot', 'taller', 'than', 'players', 'were', 'in', 'the', '1800s', ';', 'the', 'rim', 'is', 'no', 'longer', 'out', 'of', 'reach', '.', 'Should', 'it', 'be', 'raised', '?']
9848910_0_A1DJNUJZN8FE7N	train_swap	1	['5', 'years', 'is', 'practically', 'nothing']	['5', 'years', 'is', 'a', 'lot', 'of', 'time', 'spent', 'in', 'the', 'classroom']	['It', 'took', 'me', '5', 'years', 'to', 'become', 'a', 'good', 'teacher', '.']	['Teachers', 'need', 'to', 'have', 'experience']	['Do', 'Teachers', 'Need', 'to', 'Have', 'Experience', '?']	['Many', 'charter', 'schools', 'rely', 'on', 'young', 'inexperienced', ',', 'but', 'motivated', ',', 'people', 'who', 'quit', 'after', 'a', 'few', 'years', '.', 'Is', 'that', 'a', 'good', 'idea', '?']
9848910_0_A1DJNUJZN8FE7N	train_swap	0	['5', 'years', 'is', 'a', 'lot', 'of', 'time', 'spent', 'in', 'the', 'classroom']	['5', 'years', 'is', 'practically', 'nothing']	['It', 'took', 'me', '5', 'years', 'to', 'become', 'a', 'good', 'teacher', '.']	['Teachers', 'need', 'to', 'have', 'experience']	['Do', 'Teachers', 'Need', 'to', 'Have', 'Experience', '?']	['Many', 'charter', 'schools', 'rely', 'on', 'young', 'inexperienced', ',', 'but', 'motivated', ',', 'people', 'who', 'quit', 'after', 'a', 'few', 'years', '.', 'Is', 'that', 'a', 'good', 'idea', '?']
2261238_0_A1I4CYG5YDFTYM	train_swap	1	['those', 'class', 'benefits', 'exist', 'and', 'are', 'better', 'than', 'other', 'methods']	['those', 'class', 'benefits', 'rarely', 'exist', 'and', 'are', 'not', 'better', 'than', 'other', 'methods']	['TFA', 'does', 'not', 'help', 'public', 'school', 'teachers', 'as', 'a', 'whole', ',', 'there', 'are', 'some', 'passing', 'benefits', 'for', 'a', 'class', 'or', 'two', 'but', 'it', 'makes', 'me', 'wonder', 'about', 'the', 'students', 'not', 'in', 'those', 'classes', 'or', 'the', 'school', 'itself', 'benefiting', '.']	['TFA', 'has', 'not', 'raised', 'the', 'status', 'of', 'teachers']	['Teaching', ':', 'The', 'Passion', 'and', 'the', 'Profession']	['Has', 'Teach', 'for', 'America', 'raised', 'the', 'status', 'of', 'public', 'school', 'teachers', '?']
2261238_0_A1I4CYG5YDFTYM	train_swap	0	['those', 'class', 'benefits', 'rarely', 'exist', 'and', 'are', 'not', 'better', 'than', 'other', 'methods']	['those', 'class', 'benefits', 'exist', 'and', 'are', 'better', 'than', 'other', 'methods']	['TFA', 'does', 'not', 'help', 'public', 'school', 'teachers', 'as', 'a', 'whole', ',', 'there', 'are', 'some', 'passing', 'benefits', 'for', 'a', 'class', 'or', 'two', 'but', 'it', 'makes', 'me', 'wonder', 'about', 'the', 'students', 'not', 'in', 'those', 'classes', 'or', 'the', 'school', 'itself', 'benefiting', '.']	['TFA', 'has', 'not', 'raised', 'the', 'status', 'of', 'teachers']	['Teaching', ':', 'The', 'Passion', 'and', 'the', 'Profession']	['Has', 'Teach', 'for', 'America', 'raised', 'the', 'status', 'of', 'public', 'school', 'teachers', '?']
5445948_346_A2QVMCGDLTWV9	train_swap	0	['the', 'money', 'saved', 'does', 'not', 'go', 'to', 'improving', 'internship', 'experiences', 'for', 'college', 'students']	['the', 'money', 'saved', 'goes', 'to', 'improving', 'internship', 'experiences', 'for', 'college', 'students']	['It', 'is', 'just', 'a', 'way', 'for', 'companies', 'to', 'save', 'money', '.']	['Unpaid', 'internship', 'exploit', 'college', 'students']	['Do', 'Unpaid', 'Internships', 'Exploit', 'College', 'Students', '?']	['Should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
5445948_346_A2QVMCGDLTWV9	train_swap	1	['the', 'money', 'saved', 'goes', 'to', 'improving', 'internship', 'experiences', 'for', 'college', 'students']	['the', 'money', 'saved', 'does', 'not', 'go', 'to', 'improving', 'internship', 'experiences', 'for', 'college', 'students']	['It', 'is', 'just', 'a', 'way', 'for', 'companies', 'to', 'save', 'money', '.']	['Unpaid', 'internship', 'exploit', 'college', 'students']	['Do', 'Unpaid', 'Internships', 'Exploit', 'College', 'Students', '?']	['Should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
6953351_131_A104V8NZIQFN2F	train_swap	1	['Isreal', 'should', 'give', 'those', 'nuclear', 'weapons', 'to', 'their', 'enemy', 'at', 'the', 'end', 'of', 'a', 'cruise', 'missle']	['Isreal', 'might', 'give', 'those', 'nuclear', 'weapons', 'to', 'their', 'enemy', 'at', 'the', 'end', 'of', 'a', 'cruise', 'missle']	['As', 'a', 'nation', ',', 'it', 'is', 'well', 'known', 'that', 'Israel', 'has', 'a', 'stockpile', 'of', 'nuclear', 'weapons', 'that', 'they', 'should', 'be', 'forced', 'to', 'give', 'up', '.']	['Supporting', 'Israel', 'hurts']	['Has', 'Support', 'for', 'Israel', 'Hurt', 'U.S.', 'Credibility', '?']	['Is', 'support', 'for', 'Israel', 'so', 'entrenched', 'in', 'American', 'politics', 'that', 'the', 'U.S.', 'has', 'lost', 'credibility', 'and', 'influence', 'in', 'the', 'Middle', 'East', '?']
6953351_131_A104V8NZIQFN2F	train_swap	0	['Isreal', 'might', 'give', 'those', 'nuclear', 'weapons', 'to', 'their', 'enemy', 'at', 'the', 'end', 'of', 'a', 'cruise', 'missle']	['Isreal', 'should', 'give', 'those', 'nuclear', 'weapons', 'to', 'their', 'enemy', 'at', 'the', 'end', 'of', 'a', 'cruise', 'missle']	['As', 'a', 'nation', ',', 'it', 'is', 'well', 'known', 'that', 'Israel', 'has', 'a', 'stockpile', 'of', 'nuclear', 'weapons', 'that', 'they', 'should', 'be', 'forced', 'to', 'give', 'up', '.']	['Supporting', 'Israel', 'hurts']	['Has', 'Support', 'for', 'Israel', 'Hurt', 'U.S.', 'Credibility', '?']	['Is', 'support', 'for', 'Israel', 'so', 'entrenched', 'in', 'American', 'politics', 'that', 'the', 'U.S.', 'has', 'lost', 'credibility', 'and', 'influence', 'in', 'the', 'Middle', 'East', '?']
5449542_0_A34QZDSTKZ3JO9	train_swap	1	['interns', 'will', 'have', 'a', 'chance', 'to', 'earn', 'a', 'real', 'job']	['interns', 'will', 'not', 'have', 'a', 'chance', 'to', 'earn', 'a', 'real', 'job']	['Internships', 'should', 'be', 'treated', 'like', 'all', 'other', 'work', '.']	['Unpaid', 'internship', 'exploit', 'college', 'students']	['Do', 'Unpaid', 'Internships', 'Exploit', 'College', 'Students', '?']	['Should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
5449542_0_A34QZDSTKZ3JO9	train_swap	0	['interns', 'will', 'not', 'have', 'a', 'chance', 'to', 'earn', 'a', 'real', 'job']	['interns', 'will', 'have', 'a', 'chance', 'to', 'earn', 'a', 'real', 'job']	['Internships', 'should', 'be', 'treated', 'like', 'all', 'other', 'work', '.']	['Unpaid', 'internship', 'exploit', 'college', 'students']	['Do', 'Unpaid', 'Internships', 'Exploit', 'College', 'Students', '?']	['Should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
